"Solvent","InChIKey","Volume","δd","δp","δh","δt"
"Entity[""Chemical"", ""Methylcyclohexane""]","UAEPNZWRGJTJPN-UHFFFAOYSA-N","Quantity[128.2, ""Centimeters""^3/""Moles""]","Quantity[16., Sqrt[""Megapascals""]]","Quantity[0., Sqrt[""Megapascals""]]","Quantity[1., Sqrt[""Megapascals""]]","Quantity[16.0312195418814, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""MethyleneIodide""]","NZZFYRREKKOMAT-UHFFFAOYSA-N","Quantity[80.5, ""Centimeters""^3/""Moles""]","Quantity[17.8, Sqrt[""Megapascals""]]","Quantity[3.9, Sqrt[""Megapascals""]]","Quantity[5.5, Sqrt[""Megapascals""]]","Quantity[19., Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""MethylOleate""]","QYDYPVFESGNLHU-KHPPLWFESA-N","Quantity[340., ""Centimeters""^3/""Moles""]","Quantity[14.5, Sqrt[""Megapascals""]]","Quantity[3.9, Sqrt[""Megapascals""]]","Quantity[3.7, Sqrt[""Megapascals""]]","Quantity[15.5, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Morpholine""]","YNAVUWVOSKDBBP-UHFFFAOYSA-N","Quantity[87.1, ""Centimeters""^3/""Moles""]","Quantity[18.8, Sqrt[""Megapascals""]]","Quantity[4.9, Sqrt[""Megapascals""]]","Quantity[9.2, Sqrt[""Megapascals""]]","Quantity[21.5, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Naphthalene""]","UFWIBTONFRDIAS-UHFFFAOYSA-N","Quantity[111.5, ""Centimeters""^3/""Moles""]","Quantity[19.2, Sqrt[""Megapascals""]]","Quantity[2., Sqrt[""Megapascals""]]","Quantity[5.9, Sqrt[""Megapascals""]]","Quantity[20., Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Nitrobenzene""]","LQNUZADURLCDLV-UHFFFAOYSA-N","Quantity[102.7, ""Centimeters""^3/""Moles""]","Quantity[20.1, Sqrt[""Megapascals""]]","Quantity[8.6, Sqrt[""Megapascals""]]","Quantity[4.1, Sqrt[""Megapascals""]]","Quantity[22.1, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Nitroethane""]","MCSAJNNLRCFZED-UHFFFAOYSA-N","Quantity[71.5, ""Centimeters""^3/""Moles""]","Quantity[16., Sqrt[""Megapascals""]]","Quantity[15.5, Sqrt[""Megapascals""]]","Quantity[4.5, Sqrt[""Megapascals""]]","Quantity[22.7, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Nitromethane""]","LYGJENNIWJXYER-UHFFFAOYSA-N","Quantity[54.3, ""Centimeters""^3/""Moles""]","Quantity[15.8, Sqrt[""Megapascals""]]","Quantity[18.8, Sqrt[""Megapascals""]]","Quantity[5.1, Sqrt[""Megapascals""]]","Quantity[25., Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Nitropropane""]","JSZOAYXJRCEYSX-UHFFFAOYSA-N","Quantity[89.5, ""Centimeters""^3/""Moles""]","Quantity[16.6, Sqrt[""Megapascals""]]","Quantity[12.3, Sqrt[""Megapascals""]]","Quantity[5.5, Sqrt[""Megapascals""]]","Quantity[21.379897099845923, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""NMethylpyrrolidine""]","AVFZOVWCLRSYKC-UHFFFAOYSA-N","Quantity[96.5, ""Centimeters""^3/""Moles""]","Quantity[18., Sqrt[""Megapascals""]]","Quantity[12.3, Sqrt[""Megapascals""]]","Quantity[7.2, Sqrt[""Megapascals""]]","Quantity[22.9, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""N,NDimethylacetamide""]","FXHOOIRPVKKKFG-UHFFFAOYSA-N","Quantity[93., ""Centimeters""^3/""Moles""]","Quantity[16.8, Sqrt[""Megapascals""]]","Quantity[11.5, Sqrt[""Megapascals""]]","Quantity[10.2, Sqrt[""Megapascals""]]","Quantity[22.771253808255707, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""N,NDimethylformamide""]","ZMXDDKWLCZADIW-UHFFFAOYSA-N","Quantity[77., ""Centimeters""^3/""Moles""]","Quantity[17.4, Sqrt[""Megapascals""]]","Quantity[13.7, Sqrt[""Megapascals""]]","Quantity[11.3, Sqrt[""Megapascals""]]","Quantity[24.8, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""N,NDimethylhydrazine""]","RHUYHJGZWVXEHW-UHFFFAOYSA-N","Quantity[76., ""Centimeters""^3/""Moles""]","Quantity[15.3, Sqrt[""Megapascals""]]","Quantity[5.9, Sqrt[""Megapascals""]]","Quantity[11., Sqrt[""Megapascals""]]","Quantity[19.8, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""OctanoicAcid""]","WWZKQHOCKIZLMA-UHFFFAOYSA-N","Quantity[159., ""Centimeters""^3/""Moles""]","Quantity[15.1, Sqrt[""Megapascals""]]","Quantity[3.3, Sqrt[""Megapascals""]]","Quantity[8.2, Sqrt[""Megapascals""]]","Quantity[17.6, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""OleicAcid""]","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","Quantity[320., ""Centimeters""^3/""Moles""]","Quantity[14.3, Sqrt[""Megapascals""]]","Quantity[3.1, Sqrt[""Megapascals""]]","Quantity[5.5, Sqrt[""Megapascals""]]","Quantity[15.8, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""OleylAlcohol""]","ALSTYHKOOCGGFT-KTKRTIGZSA-N","Quantity[316., ""Centimeters""^3/""Moles""]","Quantity[14.3, Sqrt[""Megapascals""]]","Quantity[2.7, Sqrt[""Megapascals""]]","Quantity[8., Sqrt[""Megapascals""]]","Quantity[16.6, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""OXylene""]","CTQNGGLPUBDAKN-UHFFFAOYSA-N","Quantity[121.2, ""Centimeters""^3/""Moles""]","Quantity[17.8, Sqrt[""Megapascals""]]","Quantity[1., Sqrt[""Megapascals""]]","Quantity[3.1, Sqrt[""Megapascals""]]","Quantity[18., Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""PentylAcetate""]","PGMYKACGEOXYJE-UHFFFAOYSA-N","Quantity[148., ""Centimeters""^3/""Moles""]","Quantity[15.8, Sqrt[""Megapascals""]]","Quantity[3.3, Sqrt[""Megapascals""]]","Quantity[6.1, Sqrt[""Megapascals""]]","Quantity[17.25514416051051, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Phenol""]","ISWSIDIOOBJBQZ-UHFFFAOYSA-N","Quantity[87.5, ""Centimeters""^3/""Moles""]","Quantity[18., Sqrt[""Megapascals""]]","Quantity[5.9, Sqrt[""Megapascals""]]","Quantity[14.9, Sqrt[""Megapascals""]]","Quantity[24.1, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Propionitrile""]","FVSKHRXBFJPNKK-UHFFFAOYSA-N","Quantity[70.9, ""Centimeters""^3/""Moles""]","Quantity[15.3, Sqrt[""Megapascals""]]","Quantity[14.3, Sqrt[""Megapascals""]]","Quantity[5.5, Sqrt[""Megapascals""]]","Quantity[21.7, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""PropylAcetate""]","YKYONYBAUNKHLG-UHFFFAOYSA-N","Quantity[115.8, ""Centimeters""^3/""Moles""]","Quantity[15.3, Sqrt[""Megapascals""]]","Quantity[4.3, Sqrt[""Megapascals""]]","Quantity[7.6, Sqrt[""Megapascals""]]","Quantity[17.616469566857035, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Propylamine""]","WGYKZJWCGVVSQN-UHFFFAOYSA-N","Quantity[83., ""Centimeters""^3/""Moles""]","Quantity[17., Sqrt[""Megapascals""]]","Quantity[4.9, Sqrt[""Megapascals""]]","Quantity[8.6, Sqrt[""Megapascals""]]","Quantity[19.6, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""PropyleneCarbonate""]","RUOJZAUFBMNUDX-UHFFFAOYSA-N","Quantity[85., ""Centimeters""^3/""Moles""]","Quantity[20.1, Sqrt[""Megapascals""]]","Quantity[18., Sqrt[""Megapascals""]]","Quantity[4.1, Sqrt[""Megapascals""]]","Quantity[27.2, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""PropyleneGlycolMonomethylEtherAcetate""]","LLHKCFNBLRBOGN-UHFFFAOYSA-N","Quantity[137.1, ""Centimeters""^3/""Moles""]","Quantity[15.6, Sqrt[""Megapascals""]]","Quantity[5.6, Sqrt[""Megapascals""]]","Quantity[9.8, Sqrt[""Megapascals""]]","Quantity[19.255129186790725, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""PropylPropionate""]","MCSINKKTEDDPNK-UHFFFAOYSA-N","Quantity[132.5, ""Centimeters""^3/""Moles""]","Quantity[15.5, Sqrt[""Megapascals""]]","Quantity[5.6, Sqrt[""Megapascals""]]","Quantity[5.7, Sqrt[""Megapascals""]]","Quantity[17.438463235044537, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Pyridine""]","JUJWROOIHBZHMG-UHFFFAOYSA-N","Quantity[80.9, ""Centimeters""^3/""Moles""]","Quantity[19., Sqrt[""Megapascals""]]","Quantity[8.8, Sqrt[""Megapascals""]]","Quantity[5.9, Sqrt[""Megapascals""]]","Quantity[21.7, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Quinoline""]","SMWDFEZZVXVKRB-UHFFFAOYSA-N","Quantity[118., ""Centimeters""^3/""Moles""]","Quantity[19.4, Sqrt[""Megapascals""]]","Quantity[7., Sqrt[""Megapascals""]]","Quantity[7.6, Sqrt[""Megapascals""]]","Quantity[22.1, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Resorcinol""]","GHMLBKRAJCXXBS-UHFFFAOYSA-N","Quantity[87.5, ""Centimeters""^3/""Moles""]","Quantity[18., Sqrt[""Megapascals""]]","Quantity[8.4, Sqrt[""Megapascals""]]","Quantity[21.1, Sqrt[""Megapascals""]]","Quantity[28.8, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""SecButylAcetate""]","DCKVNWZUADLDEH-UHFFFAOYSA-N","Quantity[134., ""Centimeters""^3/""Moles""]","Quantity[15., Sqrt[""Megapascals""]]","Quantity[3.7, Sqrt[""Megapascals""]]","Quantity[7.6, Sqrt[""Megapascals""]]","Quantity[17.217723426748382, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""StearicAcid""]","QIQXTHQIDYTFRH-UHFFFAOYSA-N","Quantity[326., ""Centimeters""^3/""Moles""]","Quantity[16.4, Sqrt[""Megapascals""]]","Quantity[3.3, Sqrt[""Megapascals""]]","Quantity[5.5, Sqrt[""Megapascals""]]","Quantity[17.6, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Styrene""]","PPBRXRYQALVLMV-UHFFFAOYSA-N","Quantity[115.6, ""Centimeters""^3/""Moles""]","Quantity[18.6, Sqrt[""Megapascals""]]","Quantity[1., Sqrt[""Megapascals""]]","Quantity[4.1, Sqrt[""Megapascals""]]","Quantity[19., Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""SuccinicAnhydride""]","RINCXYDBBGOEEQ-UHFFFAOYSA-N","Quantity[66.8, ""Centimeters""^3/""Moles""]","Quantity[18.6, Sqrt[""Megapascals""]]","Quantity[19.2, Sqrt[""Megapascals""]]","Quantity[16.6, Sqrt[""Megapascals""]]","Quantity[31.5, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Sulfolane""]","HXJUTPCZVOIRIF-UHFFFAOYSA-N","Quantity[95.3, ""Centimeters""^3/""Moles""]","Quantity[18., Sqrt[""Megapascals""]]","Quantity[18., Sqrt[""Megapascals""]]","Quantity[9.9, Sqrt[""Megapascals""]]","Quantity[27.313183629888332, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""TertButanol""]","DKGAVHZHDRPRBM-UHFFFAOYSA-N","Quantity[96., ""Centimeters""^3/""Moles""]","Quantity[15.2, Sqrt[""Megapascals""]]","Quantity[5.1, Sqrt[""Megapascals""]]","Quantity[14.7, Sqrt[""Megapascals""]]","Quantity[21.75178153623284, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""TertButylAcetate""]","WMOVHXAZOJBABW-UHFFFAOYSA-N","Quantity[134.8, ""Centimeters""^3/""Moles""]","Quantity[15., Sqrt[""Megapascals""]]","Quantity[3.7, Sqrt[""Megapascals""]]","Quantity[6., Sqrt[""Megapascals""]]","Quantity[16.573774464496612, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Tetrachloroethylene""]","CYTYCFOTNPOANT-UHFFFAOYSA-N","Quantity[101.1, ""Centimeters""^3/""Moles""]","Quantity[19., Sqrt[""Megapascals""]]","Quantity[6.5, Sqrt[""Megapascals""]]","Quantity[2.9, Sqrt[""Megapascals""]]","Quantity[20.3, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Tetrahydrofuran""]","WYURNTSHIVDZCO-UHFFFAOYSA-N","Quantity[81.7, ""Centimeters""^3/""Moles""]","Quantity[16.8, Sqrt[""Megapascals""]]","Quantity[5.7, Sqrt[""Megapascals""]]","Quantity[8., Sqrt[""Megapascals""]]","Quantity[19.4, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""TetrahydrofurfurylAlcohol""]","BSYVTEYKTMYBMK-UHFFFAOYSA-N","Quantity[97.4, ""Centimeters""^3/""Moles""]","Quantity[17.8, Sqrt[""Megapascals""]]","Quantity[8.2, Sqrt[""Megapascals""]]","Quantity[12.9, Sqrt[""Megapascals""]]","Quantity[23.46252330845939, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Tetramethylurea""]","AVQQQNCBBIEMEU-UHFFFAOYSA-N","Quantity[120.4, ""Centimeters""^3/""Moles""]","Quantity[16.8, Sqrt[""Megapascals""]]","Quantity[8.2, Sqrt[""Megapascals""]]","Quantity[11., Sqrt[""Megapascals""]]","Quantity[21.7, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Toluene""]","YXFVVABEGXRONW-UHFFFAOYSA-N","Quantity[106.8, ""Centimeters""^3/""Moles""]","Quantity[18., Sqrt[""Megapascals""]]","Quantity[1.4, Sqrt[""Megapascals""]]","Quantity[2., Sqrt[""Megapascals""]]","Quantity[18.2, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""TributylPhosphate""]","STCOOQWBFONSKY-UHFFFAOYSA-N","Quantity[345., ""Centimeters""^3/""Moles""]","Quantity[16.4, Sqrt[""Megapascals""]]","Quantity[6.3, Sqrt[""Megapascals""]]","Quantity[4.3, Sqrt[""Megapascals""]]","Quantity[18., Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Trichloroethylene""]","XSTXAVWGXDQKEL-UHFFFAOYSA-N","Quantity[90.2, ""Centimeters""^3/""Moles""]","Quantity[18., Sqrt[""Megapascals""]]","Quantity[3.1, Sqrt[""Megapascals""]]","Quantity[5.3, Sqrt[""Megapascals""]]","Quantity[19., Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Trichlorofluoromethane""]","CYRMSUTZVYGINF-UHFFFAOYSA-N","Quantity[92.8, ""Centimeters""^3/""Moles""]","Quantity[15.3, Sqrt[""Megapascals""]]","Quantity[2., Sqrt[""Megapascals""]]","Quantity[0., Sqrt[""Megapascals""]]","Quantity[15.5, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""TricresylPhosphate""]","YACDDVCMSPGAQK-UHFFFAOYSA-N","Quantity[613., ""Centimeters""^3/""Moles""]","Quantity[19., Sqrt[""Megapascals""]]","Quantity[12.3, Sqrt[""Megapascals""]]","Quantity[4.5, Sqrt[""Megapascals""]]","Quantity[23.1, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""TriethylPhosphate""]","DQWPFSLDHJDLRL-UHFFFAOYSA-N","Quantity[171., ""Centimeters""^3/""Moles""]","Quantity[16.8, Sqrt[""Megapascals""]]","Quantity[11.5, Sqrt[""Megapascals""]]","Quantity[9.2, Sqrt[""Megapascals""]]","Quantity[22.3, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""TrifluoromethylUndecafluorocyclohexane""]","QIROQPWSJUXOJC-UHFFFAOYSA-N","Quantity[196., ""Centimeters""^3/""Moles""]","Quantity[12.5, Sqrt[""Megapascals""]]","Quantity[0., Sqrt[""Megapascals""]]","Quantity[0., Sqrt[""Megapascals""]]","Quantity[12.5, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""TrimethylPhosphate""]","WVLBCYQITXONBZ-UHFFFAOYSA-N","Quantity[99.9, ""Centimeters""^3/""Moles""]","Quantity[16.8, Sqrt[""Megapascals""]]","Quantity[16., Sqrt[""Megapascals""]]","Quantity[10.2, Sqrt[""Megapascals""]]","Quantity[25.4, Sqrt[""Megapascals""]]"
"Entity[""Chemical"", ""Water""]","XLYOFNOQVPJJNP-UHFFFAOYSA-N","Quantity[18., ""Centimeters""^3/""Moles""]","Quantity[15.5, Sqrt[""Megapascals""]]","Quantity[16., Sqrt[""Megapascals""]]","Quantity[42.4, Sqrt[""Megapascals""]]","Quantity[47.9, Sqrt[""Megapascals""]]"
