_raw_inchikey,_raw_smiles,_raw_molweight,_raw_smiles_standard,_raw_standard_molweight,_prototype_ECPF4_256_6,_feat_AtomCount_C,_feat_AtomCount_N,_feat_AvgPol,_feat_MolPol,_feat_Refractivity,_feat_AliphaticRingCount,_feat_AromaticRingCount,_feat_Aliphatic AtomCount,_feat_AromaticAtomCount,_feat_BondCount,_feat_CarboaliphaticRingCount,_feat_CarboaromaticRingCount,_feat_CarboRingCount,_feat_ChainAtomCount,_feat_ChiralCenterCount,_feat_RingAtomCount,_feat_SmallestRingSize,_feat_LargestRingSize,_feat_HeteroaliphaticRingCount,_feat_HeteroaromaticRing Count,_feat_RotatableBondCount,_feat_BalabanIndex,_feat_CyclomaticNumber,_feat_HyperWienerIndex,_feat_WienerIndex,_feat_WienerPolarity,_feat_MinimalProjectionArea,_feat_MaximalProjectionArea,_feat_MinimalProjectionRadius,_feat_MaximalProjectionRadius,_feat_LengthPerpendicularToTheMinArea,_feat_LengthPerpendicularToTheMaxArea,_feat_VanderWaalsVolume,_feat_VanderWaalsSurfaceArea,_feat_ASA,_feat_ASA+,_feat_ASA-,_feat_ASA_H,_feat_ASA_P,_feat_PolarSurfaceArea,_feat_acceptorcount,_feat_Accsitecount,_feat_donorcount,_feat_donsitecount,_feat_fr_NH2,_feat_fr_NH1,_feat_fr_NH0,_feat_fr_quatN,_feat_fr_ArN,_feat_fr_Ar_NH,_feat_fr_Imine,_feat_fr_amidine,_feat_fr_dihydropyridine,_feat_fr_guanido,_feat_fr_piperdine,_feat_fr_piperzine,_feat_fr_pyridine,_feat_maximalprojectionsize,_feat_minimalprojectionsize,_feat_molsurfaceareaVDWp,_feat_msareaVDWp,_feat_molsurfaceareaASAp,_feat_msareaASAp,_feat_ProtPolarSurfaceArea,_feat_Protpsa,_feat_Hacceptorcount,_feat_Hdonorcount,_feat_charge_cnt,_calc_chrg_per_vol,_calc_chrg_per_asa-
RYYSZNVPBLKLRS-UHFFFAOYSA-N,C1=CC(=CC=C1[NH3+])[NH3+].[I-].[I-],363.97,[NH3+]C1=CC=C([NH3+])C=C1,110.159,0000000000000000000100000000000000000001000000000000000010000000000100000000000000000000000010000000001000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000,6,2,12.61,13.2,55.92,0,1,2,6,18,0,1,1,2,0,6,6,6,0,0,0,2.19,1,115,62,7,22.02,42.74,3.5,4.46,8.86,4.31,110.43,176.15,256.81,256.81,0,153.29,103.52,55.28,0,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,4.31,8.86,176.15,176.15,256.81,256.81,55.28,55.28,0,2,2,0.018111021,
DWOWCUCDJIERQX-UHFFFAOYSA-M,C1CC[N+]2(C1)CCCC2.[I-],253.12,C1CC[N+]2(C1)CCCC2,126.222,0000000000000000010000000000000001000000000000000000001000000000000100000000010000000000000000100000000000000000001000010000000000001000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,1,15.62,15.48,50.98,2,0,9,0,26,0,0,0,0,0,9,5,5,2,0,0,1.84,2,140,78,8,30.33,42.03,3.3,4.4,8.76,6.2,140.54,251.81,263.69,240.7,22.99,263.69,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.2,8.76,251.81,251.81,240.7,240.7,0,0,0,0,1,0.007115412,0.043497173
YYMLRIWBISZOMT-UHFFFAOYSA-N,CC[NH2+]CC.[I-],201.05,CC[NH2+]CC,74.146,0000110000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000,4,1,10,9.57,35.61,0,0,5,0,16,0,0,0,5,0,0,0,0,0,0,2,2.19,0,35,20,2,19.22,34.28,2.8,4.54,9.15,5.73,93.95,177.5,287.17,206.64,80.53,267.53,19.64,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5.73,9.15,177.5,177.5,206.64,206.64,16.61,16.61,0,1,1,0.01064396,0.012417733
UVLZLKCGKYLKOR-UHFFFAOYSA-N,C1CC[NH+](C1)CC[NH3+].[I-].[I-],370.02,[NH3+]CC[NH+]1CCCC1,116.207,0000000000000000000000010000000000010000000000000001001110000000000100000000010000010000000000000000000000000000000000000000010000000100000000000000000000001000000000000000010000000000001000000000000000000000000010000000000000000000001010000000000010000000,6,2,14.6,13.98,57.79,1,0,8,0,24,0,0,0,3,0,5,5,5,1,0,2,2.06,1,135,67,5,25.85,44.29,3.23,5.03,10.25,6.39,131.49,235.46,281.41,258.43,22.98,226.65,54.76,32.08,0,0,2,4,0,1,0,2,0,0,0,0,0,0,0,0,0,6.39,10.25,235.46,235.46,258.43,258.43,32.08,32.08,0,2,2,0.015210282,0.087032202
BAMDIFIROXTEEM-UHFFFAOYSA-N,C[NH+](C)CC[NH3+].[I-].[I-],343.98,C[NH+](C)CC[NH3+],90.169,0000010000000000000000100000000000010000000000000000000110000000001000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000010010000000,4,2,11.57,11.03,50.25,0,0,6,0,19,0,0,0,6,0,0,0,0,0,0,2,2.63,0,58,32,3,22.95,39.14,3.13,4.55,9.08,5.31,109.27,202.37,275.35,229.29,46.05,218.87,56.48,32.08,0,0,2,4,0,1,0,2,0,0,0,0,0,0,0,0,0,5.31,9.08,202.37,202.37,229.29,229.29,32.08,32.08,0,2,2,0.018303285,0.043431053
JERSPYRKVMAEJY-UHFFFAOYSA-N,C[NH+](C)CCC[NH3+].[I-].[I-],358.01,C[NH+](C)CCC[NH3+],104.196,1000010000000000000000000000000010010000000000000000000110000000001000000000000000001000000000000000000000000000000000000000010000000000000000000110000000000000000000000000000000000000000000000000000000000000011000100000000000000000000000000000000010000000,5,2,13.6,12.87,55.11,0,0,7,0,22,0,0,0,7,0,0,0,0,0,0,3,2.68,0,108,52,4,24.96,44.72,3.28,5.19,10.09,5.66,126.21,232.97,308.89,244.08,64.81,251.42,57.48,32.08,0,0,2,4,0,1,0,2,0,0,0,0,0,0,0,0,0,5.66,10.09,232.97,232.97,244.08,244.08,32.08,32.08,0,2,2,0.015846605,0.030859435
NXRUEVJQMBGVAT-UHFFFAOYSA-N,CC[NH+](CC)CCC[NH3+].[I-].[I-],386.06,CC[NH+](CC)CCC[NH3+],132.250,1000110000000000000000000000000000010000100000000000000110000000001000000000000000001000000000000000000000000000000000000000000000100000000000000100001000000000000000000000000000000000000000000001000000000001000000100001000100000010000000000000000010000000,7,2,17.53,16.56,64.61,0,0,9,0,28,0,0,0,9,0,0,0,0,0,0,5,3.09,0,242,104,8,34.16,55.8,4.32,5.42,10.69,6,160.34,294.02,359.43,285.85,73.58,304.69,54.74,32.08,0,0,2,4,0,1,0,2,0,0,0,0,0,0,0,0,0,6,10.69,294.02,294.02,285.85,285.85,32.08,32.08,0,2,2,0.012473494,0.027181299
PBGZCCFVBVEIAS-UHFFFAOYSA-N,CC(C)[NH2+]C(C)C.[I-],229.10,CC(C)[NH2+]C(C)C,102.200,0000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000010000000000000001000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000100000000000000,6,1,13.62,13.27,44.44,0,0,7,0,22,0,0,0,7,0,0,0,0,0,0,2,2.95,0,91,48,4,28.74,41.21,3.37,4.49,8.46,6.12,128.14,236.93,302.2,230.8,71.4,288.54,13.65,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,6.12,8.46,236.93,236.93,230.8,230.8,16.61,16.61,0,1,1,0.007803964,0.014005602
QNNYEDWTOZODAS-UHFFFAOYSA-N,[I-].[NH3+](CCC1=CC=C(C=C1)OC),279.12,COC1=CC=C(CC[NH3+])C=C1,152.216,0010010100000000000000000100000001110000100100000000000110000000000101000000000000000000000010000000000000000000000010010010000001000001000000000000000100000000000000001000000000010000000000000000001000000000000000000000000001000000000000000000100010000000,9,1,17.7,17.92,57.04,0,1,5,6,25,0,1,1,5,0,6,6,6,0,0,3,1.94,1,432,170,12,28.03,53.7,3.45,6.03,12.05,6.17,156.29,265.89,370.82,293.82,77,303.81,67.01,36.87,1,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,6.17,12.05,265.89,265.89,293.82,293.82,36.87,36.87,1,1,1,0.006398362,0.012987013
WGWKNMLSVLOQJB-UHFFFAOYSA-N,CC(C)[NH3+].[Br-],140.02,CC(C)[NH3+],60.119,0000010000001000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3,1,7.93,7.73,30.38,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,0,2.32,0,12,9,0,21.99,28.47,3.16,3.36,6.58,5.24,76.57,141.67,227.06,167.58,59.48,184.98,42.08,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.24,6.58,141.67,141.67,167.58,167.58,27.64,27.64,0,1,1,0.013059945,0.016812374
YDUCBKSFOWFMMQ-UHFFFAOYSA-N,C1(=CC=C(C=C1)C(F)(F)F)[NH3+].[Br-],242.04,[NH3+]C1=CC=C(C=C1)C(F)(F)F,162.135,0000010000000000000100000000000000000001000000000000000010000000000101000000000000000000000010000000001000010000000000100000000100000001000000100000000010000010001000000100000000000000000000000000000000000000000000010000000000000000001000000010000000000000,7,1,13.18,12.94,46.96,0,1,5,6,18,0,1,1,5,0,6,6,6,0,0,1,2.18,1,340,152,13,23.91,46.91,3.48,4.78,9.5,5.02,128.06,206,302.03,189.88,112.15,146.27,155.76,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.02,9.5,206,206,189.88,189.88,27.64,27.64,0,1,1,0.00780884,0.00891663
BVJOXYJFOYNQRB-UHFFFAOYSA-N,C1COCC[NH2+]1.[Br-],168.03,C1COCC[NH2+]1,88.129,1100000000000000000000000000000000000000100001000000001000000000000000000000000000000000000000000000000000000000000000000000010000000100000000000000100000000000000000000000000010000100000000000000001000000000010000000000000000000000000000000000000000000000,4,1,9.76,9.53,35.18,1,0,6,0,16,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,23.07,32.51,3.25,3.64,6.7,5.52,92,163.85,230.55,215.5,15.05,191.91,38.63,25.84,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5.52,6.7,163.85,163.85,215.5,215.5,25.84,25.84,1,1,1,0.010869565,0.066445183
LBEXWMLYXHXELS-UHFFFAOYSA-N,[NH3+]CC1CCCCC1.[Br-],194.12,[NH3+]CC1CCCCC1,114.211,0000000000000000000000100000000000000000000100000001001110000000000010000000010000000000000000010000000010000001000000000100000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000100000001000000000000010000000,7,1,14.74,14.37,46.96,1,0,8,0,24,1,0,1,2,0,6,6,6,0,0,1,2.13,1,122,64,7,28.32,45.68,3.7,4.78,9.33,5.66,133.35,233.86,265.92,213.57,52.34,224.73,41.18,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.66,9.33,233.86,233.86,213.57,213.57,27.64,27.64,0,1,1,0.007499063,0.019105846
QIDAXQPTQFYPDP-UHFFFAOYSA-N,C[NH+](C)CCC[NH3+].[Br-].[Br-],264.01,C[NH+](C)CCC[NH3+],104.196,1000010000000000000000000000000010010000000000000000000110000000001000000000000000001000000000000000000000000000000000000000010000000000000000000110000000000000000000000000000000000000000000000000000000000000011000100000000000000000000000000000000010000000,5,2,13.6,12.87,55.11,0,0,7,0,22,0,0,0,7,0,0,0,0,0,0,3,2.68,0,108,52,4,24.96,44.72,3.28,5.19,10.09,5.66,126.21,232.97,308.89,244.08,64.81,251.42,57.48,32.08,0,0,2,4,0,1,0,2,0,0,0,0,0,0,0,0,0,5.66,10.09,232.97,232.97,244.08,244.08,32.08,32.08,0,2,2,0.015846605,0.030859435
FPPIGJMXVSXJPF-UHFFFAOYSA-N,[NH3+]CC[NH+]1CCCC1.[Br-].[Br-],276.02,[NH3+]CC[NH+]1CCCC1,116.207,0000000000000000000000010000000000010000000000000001001110000000000100000000010000010000000000000000000000000000000000000000010000000100000000000000000000001000000000000000010000000000001000000000000000000000000010000000000000000000001010000000000010000000,6,2,14.6,13.98,57.79,1,0,8,0,24,0,0,0,3,0,5,5,5,1,0,2,2.06,1,135,67,5,25.85,44.29,3.23,5.03,10.25,6.39,131.49,235.46,281.41,258.43,22.98,226.65,54.76,32.08,0,0,2,4,0,1,0,2,0,0,0,0,0,0,0,0,0,6.39,10.25,235.46,235.46,258.43,258.43,32.08,32.08,0,2,2,0.015210282,0.087032202
KTHOOQOVVOZMIG-UHFFFAOYSA-N,[NH3+]c1ccc([NH3+])cc1.[Br-].[Br-],269.97,[NH3+]c1ccc([NH3+])cc1,110.159,0000000000000000000100000000000000000001000000000000000010000000000100000000000000000000000010000000001000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000,6,2,12.61,13.2,55.92,0,1,2,6,18,0,1,1,2,0,6,6,6,0,0,0,2.19,1,115,62,7,22.02,42.74,3.5,4.46,8.86,4.31,110.43,176.15,256.81,256.81,0,153.29,103.52,55.28,0,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,4.31,8.86,176.15,176.15,256.81,256.81,55.28,55.28,0,2,2,0.018111021,
UTDOJTBJZVYMNB-UHFFFAOYSA-N,[NH3+]CCCC[NH3+].[Br-].[Br-],249.98,[NH3+]CCCC[NH3+],90.169,1000000000000000000000000000000000010000000000000000000110000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000,4,2,11.75,11.03,49.96,0,0,6,0,19,0,0,0,6,0,0,0,0,0,0,3,2.34,0,70,35,3,19.69,39.38,2.86,5.15,10.3,5.32,107.81,192.61,272.87,230.32,42.55,175.02,97.85,55.28,0,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,5.32,10.3,192.61,192.61,230.32,230.32,55.28,55.28,0,2,2,0.018551155,0.047003525
KIJXMUOJNZXYHU-UHFFFAOYSA-N,CC(C)[NH2+]C(C)C.[Br-],182.11,CC(C)[NH2+]C(C)C,102.200,0000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000010000000000000001000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000100000000000000,6,1,13.62,13.27,44.44,0,0,7,0,22,0,0,0,7,0,0,0,0,0,0,2,2.95,0,91,48,4,28.74,41.21,3.37,4.49,8.46,6.12,128.14,236.93,302.2,230.8,71.4,288.54,13.65,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,6.12,8.46,236.93,236.93,230.8,230.8,16.61,16.61,0,1,1,0.007803964,0.014005602
AATGHKSFEUVOPF-UHFFFAOYSA-N,CC[NH2+]CC.[Br-],154.05,CC[NH2+]CC,74.146,0000110000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000,4,1,10,9.57,35.61,0,0,5,0,16,0,0,0,5,0,0,0,0,0,0,2,2.19,0,35,20,2,19.22,34.28,2.8,4.54,9.15,5.73,93.95,177.5,287.17,206.64,80.53,267.53,19.64,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5.73,9.15,177.5,177.5,206.64,206.64,16.61,16.61,0,1,1,0.01064396,0.012417733
MDXXRKKHSWLPQO-UHFFFAOYSA-N,CC[NH+](CC)CC[NH3+].[Br-].[Br-],249.98,CC[NH+](CC)CC[NH3+],118.223,0000110000000000000000100000000000010000000000000000000110000000001000000000000000001000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000001000000000000000001000000000001000000000001000000000000000000000000000010000000,6,2,15.48,14.71,59.74,0,0,8,0,25,0,0,0,8,0,0,0,0,0,0,4,3.07,0,150,72,7,32.27,50.44,4.22,4.85,9.54,5.59,143.46,263.46,325.98,268.04,57.94,273.01,52.97,32.08,0,0,2,4,0,1,0,2,0,0,0,0,0,0,0,0,0,5.59,9.54,263.46,263.46,268.04,268.04,32.08,32.08,0,2,2,0.013941168,0.034518467
XSYPBULLQGGYPJ-UHFFFAOYSA-N,[NH3+]CCCCCC[NH3+].[Br-].[Br-],278.03,[NH3+]CCCCCC[NH3+],118.223,1000000000000000000000000000000000010000000000000000000110000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000001000000000000000000010000000,6,2,15.86,14.71,59.17,0,0,8,0,25,0,0,0,8,0,0,0,0,0,0,5,2.53,0,210,84,5,21.9,51.07,3,6.44,12.74,5.55,141.75,253.74,337.75,262.72,75.04,240.01,97.75,55.28,0,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,5.55,12.74,253.74,253.74,262.72,262.72,55.28,55.28,0,2,2,0.014109347,0.026652452
NKMWCZULQZETPE-UHFFFAOYSA-N,C1(=CC=C(C=C1)C(F)(F)F)C[NH3+].[Br-],256.07,[NH3+]CC1=CC=C(C=C1)C(F)(F)F,176.162,0000010100000000000000000000000010000000000000000000000110000000001101000000000000000000000010000000000000000000000000111000000000000001000010100000000010000010001000000100000000100000000000000100000000000000000000010000000000000000000000000000000010000000,8,1,15.12,14.75,51.8,0,1,6,6,21,0,1,1,6,0,6,6,6,0,0,2,2.36,1,496,201,15,27.16,50.8,3.52,5.39,10.59,5.23,145.09,236.68,326.91,177.72,149.19,177.53,149.38,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.23,10.59,236.68,236.68,177.72,177.72,27.64,27.64,0,1,1,0.006892274,0.006702862
PHIMWJYSMVBDPA-UHFFFAOYSA-N,[NH3+]Cc1ccc(F)cc1.[Br-],206.06,[NH3+]Cc1ccc(F)cc1,126.154,0000000100000000000000010000000010000000000000000000000110000010000100000000000000000000000010000000000000000000000000011000000001000001000100000000000000000010000000000000000000100000000000000100000000000000000000100100000000000000000000000000000010000000,7,1,12.74,13.28,46.04,0,1,3,6,18,0,1,1,3,0,6,6,6,0,0,1,1.94,1,187,90,9,24.13,43.98,3.37,4.92,9.78,5.21,118.01,193.91,279.65,185.74,93.91,201.33,78.32,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.21,9.78,193.91,193.91,185.74,185.74,27.64,27.64,0,1,1,0.008473858,0.010648493
ORNUPOUGVYVYHV-UHFFFAOYSA-N,[NH3+]CCc1ccc(F)cc1.[Br-],220.09,[NH3+]CCc1ccc(F)cc1,140.181,0000000100000000000000010100000000110000000000000000000110000010000101000000000000000000000010000000000000000000000010010000000001000001000100000000000000000010000000000000000000010000000000000000001000000000000000100000000000000000000000000000100010000000,8,1,14.8,15.04,50.8,0,1,4,6,21,0,1,1,4,0,6,6,6,0,0,2,2.13,1,296,127,10,25.38,48.87,3.37,5.49,10.8,5.08,135.05,224.66,311.27,207.04,104.23,230.35,80.92,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.08,10.8,224.66,224.66,207.04,207.04,27.64,27.64,0,1,1,0.007404665,0.009594167
UFXSFFZUFGPRAI-UHFFFAOYSA-N,[NH3+]c1ccc(F)cc1.[Br-],192.03,[NH3+]c1ccc(F)cc1,112.127,0000000000000000000100010000000000000001000000000000000010000010000100000000000000000000000010000000001000010000000000000000000001000001000100000000000000000010000000000000000000000000000000000000000000100000000000100000000000000000000000000010000000000000,6,1,10.83,11.42,41.21,0,1,2,6,15,0,1,1,2,0,6,6,6,0,0,0,2.19,1,115,62,7,20.46,40.17,3.35,4.29,8.57,3.97,101.09,163.01,256.13,223.51,32.62,171.72,84.41,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3.97,8.57,163.01,163.01,223.51,223.51,27.64,27.64,0,1,1,0.009892175,0.030656039
ZMSVLPNLFXWMKL-UHFFFAOYSA-N,COc1ccc(CC[NH3+])cc1.[Br-],232.12,COc1ccc(CC[NH3+])cc1,152.216,0010010100000000000000000100000001110000100100000000000110000000000101000000000000000000000010000000000000000000000010010010000001000001000000000000000100000000000000001000000000010000000000000000001000000000000000000000000001000000000000000000100010000000,9,1,17.7,17.92,57.04,0,1,5,6,25,0,1,1,5,0,6,6,6,0,0,3,1.94,1,432,170,12,28.03,53.7,3.45,6.03,12.05,6.17,156.29,265.89,370.82,293.82,77,303.81,67.01,36.87,1,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,6.17,12.05,265.89,265.89,293.82,293.82,36.87,36.87,1,1,1,0.006398362,0.012987013
RJMOZBXAFVSKRY-UHFFFAOYSA-N,COc1ccc([NH3+])cc1.[Br-],204.07,COc1ccc([NH3+])cc1,124.162,0010010000000000000100000000000001000001000100000000000010000000000100000000000000000000000010000000001000010000000000000000000001000001000000000000000101000000000000001000000000010100000000000000000000000000000000000000000001000000000000000010000000000000,7,1,13.7,14.28,47.45,0,1,3,6,19,0,1,1,3,0,6,6,6,0,0,1,1.94,1,187,90,9,24.08,45.96,3.45,5.09,10.11,5.59,122.32,204.29,312.97,244.72,68.26,242.32,70.65,36.87,1,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.59,10.11,204.29,204.29,244.72,244.72,36.87,36.87,1,1,1,0.008175278,0.014649868
QOHWJRRXQPGIQW-UHFFFAOYSA-N,[NH3+]C1CCCCC1.[Br-],180.09,[NH3+]C1CCCCC1,100.184,0000000000000000000000000000001000000000000100000000001010000100000000000000010000000000000000000000000000000000000000000100000000000000000000010000000000000000001000000100000000000000000001000000000000000000000000010000000000100000000000000000000000000000,6,1,12.76,12.53,42.23,1,0,7,0,21,1,0,1,1,0,6,6,6,0,0,0,1.82,1,71,42,5,27.29,39.89,3.63,4.16,8.2,5.38,116.34,203.39,239.74,190.24,49.5,200.22,39.52,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.38,8.2,203.39,203.39,190.24,190.24,27.64,27.64,0,1,1,0.008595496,0.02020202
FFJMLWSZNCJCSZ-UHFFFAOYSA-N,C[NH2+]C.[Br-],126.00,C[NH2+]C,46.092,0000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000,2,1,6.09,5.88,26.11,0,0,3,0,10,0,0,0,3,0,0,0,0,0,0,0,1.63,0,5,4,0,16.67,22.94,2.61,3.3,6.54,5.05,60.05,116.23,228.53,159.01,69.52,197.63,30.9,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5.05,6.54,116.23,116.23,159.01,159.01,16.61,16.61,0,1,1,0.016652789,0.01438435
VWUCIBOKNZGWLX-UHFFFAOYSA-N,c1c[nH+]c[nH]1.[Br-],148.99,c1c[nH+]c[nH]1,69.086,0000000000100000000000100000000000000000000000000000000000000000000000000000000000001000000010010000100000000000000000001000000000000001000000000000000000000010000000000000000000000100000000000000000000000000000100000000100000000000000000000000010000000000,3,2,6.95,7.38,19.06,0,1,0,5,10,0,0,0,0,0,5,5,5,0,1,0,1.67,1,20,15,0,17.17,27.88,3.21,3.26,6.38,3.4,63.75,108.31,213.95,181.06,32.88,125.38,88.56,29.93,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,3.4,6.38,108.31,108.31,181.06,181.06,29.93,29.93,0,2,1,0.015686275,0.030413625
OJOMXIACRLGDRB-UHFFFAOYSA-N,CC(C)CC[NH3+].[Br-],168.08,CC(C)CC[NH3+],88.173,0000010000000000100000000000000000010000000000000000000110000000000000000000000000000000000000000000000010100000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000001000000010000000,5,1,11.82,11.42,39.63,0,0,6,0,19,0,0,0,6,0,0,0,0,0,0,2,2.63,0,58,32,3,22.8,39.83,3.18,4.6,9.19,5.3,110.65,203.2,282.67,215.08,67.59,234.42,48.24,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.3,9.19,203.2,203.2,215.08,215.08,27.64,27.64,0,1,1,0.009037506,0.014795088
SXGBREZGMJVYRL-UHFFFAOYSA-N,CCCC[NH3+].[Br-],154.05,CCCC[NH3+],74.146,1000110000000000000000000000000000010001000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000010000000,4,1,10,9.57,35.09,0,0,5,0,16,0,0,0,5,0,0,0,0,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.42,9.15,173.44,173.44,202.99,202.99,27.64,27.64,0,1,1,0.01070091,0.014086491
ZLSVALLKHLKICA-UHFFFAOYSA-N,CCCCCC[NH3+].[Br-],182.11,CCCCCC[NH3+],102.200,1000110000000000000000000000000000010001000000000000000110000000000000000000000000000000000010000000000000000001000000000010000000000000000000000000000000000000000000000000001000001000000000001000000000000000000000100000000100000000000000000000000010000000,6,1,14.07,13.27,44.29,0,0,7,0,22,0,0,0,7,0,0,0,0,0,0,4,2.45,0,126,56,4,20.7,45.87,2.89,5.85,11.69,5.92,127.43,234.33,328.43,246.47,81.96,285.95,42.47,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.92,11.69,234.33,234.33,246.47,246.47,27.64,27.64,0,1,1,0.007847446,0.012201074
GIDDQKKGAYONOU-UHFFFAOYSA-N,CCCCCCCC[NH3+].[Br-],210.16,CCCCCCCC[NH3+],130.254,1000110000000000000000000000000000010001000000000000000110000000000000000000000000000010000010000000000000000001000000000010000000000000000000000000000000000000000000000000001000000000000000001000001000000000000000100000000100001000000000000000000010000000,8,1,18.22,16.96,53.49,0,0,9,0,28,0,0,0,9,0,0,0,0,0,0,6,2.6,0,330,120,6,24.43,57.88,3.21,7.17,14.18,5.48,161.41,295.58,394.28,297.41,96.87,351.81,42.47,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.48,14.18,295.58,295.58,297.41,297.41,27.64,27.64,0,1,1,0.006195403,0.010323113
MVYQJCPZZBFMLF-UHFFFAOYSA-N,CCC[NH3+].[Br-],140.02,CCC[NH3+],60.119,0000110000000000000000000000000000010000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000010000000,3,1,8.03,7.73,30.48,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,1,1.97,0,15,10,1,18.32,28.68,2.71,3.94,7.6,5.19,76.51,142.9,243.38,177.81,65.57,193.89,49.49,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,7.6,142.9,142.9,177.81,177.81,27.64,27.64,0,1,1,0.013070187,0.015250877
WIEDADHWBFYIRI-UHFFFAOYSA-N,CC[NH+](CC)CCC[NH3+].[Br-].[Br-],292.06,CC[NH+](CC)CCC[NH3+],132.250,1000110000000000000000000000000000010000100000000000000110000000001000000000000000001000000000000000000000000000000000000000000000100000000000000100001000000000000000000000000000000000000000000001000000000001000000100001000100000010000000000000000010000000,7,2,17.53,16.56,64.61,0,0,9,0,28,0,0,0,9,0,0,0,0,0,0,5,3.09,0,242,104,8,34.16,55.8,4.32,5.42,10.69,6,160.34,294.02,359.43,285.85,73.58,304.69,54.74,32.08,0,0,2,4,0,1,0,2,0,0,0,0,0,0,0,0,0,6,10.69,294.02,294.02,285.85,285.85,32.08,32.08,0,2,2,0.012473494,0.027181299
